theta_0, theta_1, prob_hat,prob_lb, prob_ub,
0.00165904, 0.0195521, 0.00436681, 0, 0.02
0.000834741, 0.131918, 0.0071599, 0, 0.02
0.00249488, 0.023336, 0.0108043, 0.000804322, 0.0208043
0.000130098, 0.0755854, 0.0071599, 0, 0.02
0.00153853, 0.0140037, 0.00436681, 0, 0.02
0.000510409, 0.132843, 0.00436681, 0, 0.02
0.0020139, 0.131926, 0.0834317, 0.0734317, 0.0934317
0.00112453, 0.0115932, 0.00436681, 0, 0.02
0.00133107, 0.171932, 0.00436681, 0, 0.02
0.000188329, 0.185815, 0.00436681, 0, 0.02
0.00250097, 0.111773, 0.106174, 0.0961736, 0.116174
0.000427594, 0.077949, 0.0325625, 0.0225625, 0.0425625
0.00110743, 0.0513479, 0.334642, 0.324642, 0.344642
0.00293057, 0.0310587, 0.240426, 0.230426, 0.250426
0.000470502, 0.092069, 0.0155251, 0.00552511, 0.0255251
0.000765883, 0.156529, 0.00436681, 0, 0.02
0.00269651, 0.135308, 0.0449791, 0.0349791, 0.0549791
0.0012694, 0.161681, 0.00436681, 0, 0.02
0.00244695, 0.152763, 0.0275634, 0.0175634, 0.0375634
0.00103045, 0.126455, 0.0139303, 0.00393035, 0.0239303
0.00185107, 0.0648006, 0.625257, 0.615257, 0.635257
0.00179988, 0.116504, 0.134908, 0.124908, 0.144908
0.00162365, 0.0352644, 0.212743, 0.202743, 0.222743
0.000823709, 0.0782819, 0.199074, 0.189074, 0.209074
0.00189637, 0.0956875, 0.295255, 0.285255, 0.305255
0.000387506, 0.15004, 0.00436681, 0, 0.02
0.0005246, 0.0456458, 0.215546, 0.205546, 0.225546
0.00133163, 0.0326804, 0.0746789, 0.0646789, 0.0846789
0.0016268, 0.158553, 0.0060423, 0, 0.02
0.00237276, 0.0167974, 0.00436681, 0, 0.02
0.00237655, 0.0952646, 0.198102, 0.188102, 0.208102
0.00134001, 0.107001, 0.150242, 0.140242, 0.160242
0.00130134, 0.0285329, 0.0225315, 0.0125315, 0.0325315
0.00264361, 0.0364336, 0.458933, 0.448933, 0.468933
0.00251574, 0.00665114, 0.00436681, 0, 0.02
0.000541937, 0.160934, 0.00436681, 0, 0.02
0.00285686, 0.0816749, 0.183999, 0.173999, 0.193999
0.000748192, 0.0274784, 0.0060423, 0, 0.02
0.00138082, 0.19296, 0.00436681, 0, 0.02
0.0013593, 0.0187666, 0.00436681, 0, 0.02
0.00214124, 0.190707, 0.00436681, 0, 0.02
0.00120278, 0.050491, 0.3815, 0.3715, 0.3915
0.000826538, 0.145008, 0.00436681, 0, 0.02
0.00217802, 0.0910682, 0.266389, 0.256389, 0.276389
0.0010397, 0.196311, 0.00436681, 0, 0.02
0.00185329, 0.174402, 0.0071599, 0, 0.02
0.000973145, 0.073264, 0.327585, 0.317585, 0.337585
0.00267107, 0.101602, 0.115549, 0.105549, 0.125549
0.00179637, 0.103311, 0.241589, 0.231589, 0.251589
0.00193123, 0.0330247, 0.212121, 0.202121, 0.222121
0.00293517, 0.082247, 0.16191, 0.15191, 0.17191
0.00275828, 0.0802732, 0.213208, 0.203208, 0.223208
0.00125217, 0.155345, 0.00436681, 0, 0.02
0.000893579, 0.179926, 0.00436681, 0, 0.02
0.00209153, 0.0328943, 0.229727, 0.219727, 0.239727
0.000739844, 0.123914, 0.00964187, 0, 0.02
0.000512674, 0.0586063, 0.199187, 0.189187, 0.209187
0.00197106, 0.108649, 0.192974, 0.182974, 0.202974
0.00288271, 0.0283067, 0.120063, 0.110063, 0.130063
0.00130805, 0.0249897, 0.0071599, 0, 0.02
0.00284639, 0.128523, 0.0438816, 0.0338816, 0.0538816
0.00249762, 0.0484339, 0.688867, 0.678867, 0.698867
0.00118498, 0.0562662, 0.436512, 0.426512, 0.446512
0.00108599, 0.101068, 0.115231, 0.105231, 0.125231
0.000495608, 0.115624, 0.00436681, 0, 0.02
0.000603047, 0.148622, 0.00436681, 0, 0.02
0.00075837, 0.0351425, 0.0235669, 0.0135669, 0.0335669
0.000907474, 0.122957, 0.00436681, 0, 0.02
0.00198573, 0.0414382, 0.532486, 0.522486, 0.542486
0.0029373, 0.142402, 0.0178862, 0.00788618, 0.0278862
0.00257632, 0.18327, 0.00964187, 0, 0.02
0.00173849, 0.108831, 0.194399, 0.184399, 0.204399
0.00297491, 0.149169, 0.0165074, 0.00650738, 0.0265074
0.000889064, 0.0669475, 0.326363, 0.316363, 0.336363
0.000980623, 0.173463, 0.00436681, 0, 0.02
0.00202277, 0.194215, 0.00436681, 0, 0.02
0.000519626, 0.0684531, 0.119914, 0.109914, 0.129914
0.00253275, 0.134705, 0.0532738, 0.0432738, 0.0632738
0.00217075, 0.0553862, 0.671243, 0.661243, 0.681243
0.00268852, 0.16536, 0.0108043, 0.000804322, 0.0208043
0.00142016, 0.0755011, 0.509379, 0.499379, 0.519379
0.00111997, 0.150817, 0.0071599, 0, 0.02
6.44068e-05, 0.0719641, 0.0071599, 0, 0.02
0.00181694, 0.101393, 0.25997, 0.24997, 0.26997
0.00208601, 0.110478, 0.16931, 0.15931, 0.17931
0.00118817, 0.126277, 0.0251799, 0.0151799, 0.0351799
0.00103418, 0.134538, 0.0071599, 0, 0.02
0.00299595, 0.00524211, 0.00436681, 0, 0.02
0.00102373, 0.134335, 0.00436681, 0, 0.02
0.0025337, 0.132772, 0.0547826, 0.0447826, 0.0647826
0.001501, 0.190918, 0.00436681, 0, 0.02
0.00174211, 0.197128, 0.00436681, 0, 0.02
0.000786021, 0.187796, 0.00436681, 0, 0.02
0.00126944, 0.0459018, 0.338026, 0.328026, 0.348026
0.000925793, 0.0748186, 0.288139, 0.278139, 0.298139
0.00280601, 0.154595, 0.0174419, 0.00744186, 0.0274419
