theta_0,theta_1,distances,
0.00256051, 0.101663, 42.2403, 
0.00153195, 0.136927, 229.452, 
0.00178244, 0.102143, 106.639, 
0.000698596, 0.145929, 311.517, 
0.00271422, 0.0387887, 87.134, 
0.0012151, 0.151983, 283.383, 
0.00148682, 0.0509158, 64.5804, 
0.00279453, 0.0874226, 56.8242, 
0.00215645, 0.173696, 206.807, 
0.0007309, 0.0869125, 285.286, 
0.00171931, 0.0247295, 100.483, 
0.00185819, 0.0347638, 78.8012, 
0.000857136, 0.183342, 310.755, 
0.000987708, 0.199997, 311.228, 
0.00173106, 0.0542609, 57.4811, 
0.00161993, 0.151118, 239.317, 
0.00162458, 0.023001, 109.732, 
0.00147429, 0.0179704, 131.908, 
0.00246301, 0.188037, 202.31, 
0.00259168, 0.0801181, 56.2726, 
0.00123907, 0.028317, 105.539, 
0.00168156, 0.0512594, 56.1202, 
0.000503461, 0.113341, 314.792, 
0.0020372, 0.0415319, 71.749, 
0.00112396, 0.0792194, 182.047, 
0.00164259, 0.0317274, 86.0262, 
0.000563616, 0.182447, 318.742, 
0.000527653, 0.188812, 319.261, 
0.00123352, 0.095288, 203.617, 
0.00284946, 0.038937, 88.623, 
0.000875334, 0.124061, 295.022, 
0.00109273, 0.0498203, 111.309, 
0.00203052, 0.187735, 234.376, 
0.00104864, 0.117815, 275.483, 
0.00231, 0.0471599, 72.0697, 
0.00293431, 0.0314576, 98.7797, 
0.00108178, 0.189745, 308.15, 
0.00145777, 0.138906, 247.355, 
0.000222689, 0.115486, 321.435, 
0.00104632, 0.0995479, 251.472, 
0.00236892, 0.00522282, 256.434, 
0.000544189, 0.0649603, 287.123, 
0.000109637, 0.135486, 325.066, 
0.0018688, 0.194046, 266.727, 
0.00183423, 0.0793439, 54.2366, 
0.00270859, 0.13826, 57.8207, 
0.00202799, 0.196397, 242.001, 
0.00228725, 0.199337, 210.303, 
0.00103301, 0.0332424, 107.632, 
0.000453919, 0.118281, 313.359, 
0.0018802, 0.0289366, 91.2533, 
0.00204955, 0.193862, 241.542, 
0.00185728, 0.0395196, 72.3493, 
0.00243671, 0.165156, 150.263, 
0.00219552, 0.00824518, 208.449, 
9.87718e-05, 0.0329856, 321.425, 
0.00287558, 0.17966, 114.751, 
0.00263106, 0.0340272, 89.1924, 
0.00147027, 0.0829722, 114.551, 
0.0021253, 0.150689, 157.518, 
0.00268175, 0.123275, 59.182, 
0.000975642, 0.0170976, 152.229, 
0.00296306, 0.119347, 49.53, 
0.0012434, 0.133206, 271.862, 
0.00204527, 0.101754, 56.3391, 
0.000772438, 0.0733051, 245.097, 
0.00269973, 0.0170516, 137.642, 
0.000760987, 0.0367123, 167.414, 
0.00205086, 0.00798091, 210.824, 
0.00213482, 0.183601, 212.238, 
0.000786979, 0.0952158, 280.454, 
0.00109859, 0.150322, 292.159, 
0.00266949, 0.159573, 111.225, 
0.00273346, 0.106616, 46.7235, 
0.0023345, 0.133868, 88.5984, 
0.00227819, 0.0317654, 87.2814, 
0.00175988, 0.0506685, 59.4719, 
5.75004e-05, 0.1389, 325.5, 
0.00227987, 0.0363796, 83.0033, 
5.49507e-05, 0.0897546, 324.857, 
0.000291096, 0.0737481, 315.745, 
0.00220276, 0.19986, 240.339, 
0.00226544, 0.153557, 158.811, 
0.00269298, 0.164061, 114.12, 
0.0023633, 0.0402118, 78.2486, 
0.00266674, 0.0503633, 76.7603, 
0.00175721, 0.0789933, 57.9337, 
0.00285998, 0.0700807, 71.9794, 
0.000766962, 0.0247226, 150.768, 
0.00221087, 0.199356, 225.679, 
0.00109705, 0.102949, 253.943, 
0.00265191, 0.172877, 135.524, 
0.000299119, 0.0850661, 316.761, 
0.00166654, 0.0105928, 181.446, 
0.000132983, 0.135154, 324.559, 
0.000953607, 0.0983386, 276.108, 
0.00128731, 0.0562191, 93.0616, 
0.00199072, 0.107008, 82.646, 
0.00153753, 0.137808, 229.079, 
0.00281972, 0.0855572, 63.8912, 
0.00121837, 0.031278, 96.0612, 
0.00213723, 0.194186, 229.737, 
0.000354094, 0.0712102, 311.823, 
0.00092903, 0.132968, 292.189, 
0.00255009, 0.150274, 91.8968, 
0.00113183, 0.121351, 264.709, 
0.00236963, 0.0780276, 48.0241, 
0.00289709, 0.108244, 53.0252, 
0.00133193, 0.175403, 289.605, 
0.000308401, 0.121107, 320.785, 
0.0024856, 0.0532218, 69.9822, 
0.00144533, 0.155497, 257.595, 
0.00108111, 0.0936948, 225.33, 
0.000414219, 0.110071, 316.038, 
0.00196368, 0.110937, 99.2182, 
0.00119333, 0.126539, 267.411, 
0.00101572, 0.0517229, 132.53, 
0.00244104, 0.194492, 202.839, 
0.00239187, 0.0338088, 87.798, 
0.00220815, 0.0369888, 80.5241, 
0.00122561, 0.175621, 294.876, 
0.00293785, 0.0732612, 73.2089, 
0.00144462, 0.0808787, 103.701, 
0.00092488, 0.190451, 311.453, 
0.0017711, 0.105381, 110.441, 
0.00136802, 0.0422346, 73.3196, 
0.00269601, 0.0949452, 49.2755, 
0.00141837, 0.0790376, 105.604, 
0.000396631, 0.106654, 314.912, 
0.00104904, 0.124173, 284.651, 
0.000189777, 0.189183, 324.625, 
0.000325471, 0.0218957, 275.319, 
0.00216266, 0.00917555, 195.529, 
0.00164152, 0.18482, 270.844, 
0.00108964, 0.0850239, 216.892, 
0.00173931, 0.0905349, 98.9518, 
0.00231772, 0.139175, 109.881, 
0.000773044, 0.185309, 315.569, 
0.000531381, 0.0303677, 231.713, 
0.00184518, 0.142049, 206.025, 
0.00291263, 0.0231295, 116.919, 
0.00179607, 0.117012, 145.268, 
5.90602e-05, 0.132406, 325.625, 
0.00156355, 0.0275448, 96.656, 
7.45626e-05, 0.100111, 325.227, 
0.0020811, 0.0508319, 62.0348, 
0.000686074, 0.0735548, 273.945, 
0.00211424, 0.129777, 121.444, 
0.00193319, 0.153212, 199.344, 
0.00253238, 0.156773, 94.6159, 
0.00079606, 0.197156, 313.718, 
0.00238555, 0.157419, 135.153, 
0.00204998, 0.152595, 176.31, 
0.000669828, 0.176944, 314.441, 
0.00234633, 0.119743, 73.5684, 
0.000940154, 0.144129, 292.338, 
0.00292398, 0.044017, 86.8797, 
0.00118897, 0.0986327, 214.998, 
0.00212054, 0.18976, 223.237, 
0.0023358, 0.0233458, 108.537, 
0.00103834, 0.077424, 208.61, 
0.00265611, 0.186621, 156.836, 
0.00104231, 0.0345724, 107.231, 
0.00120112, 0.198909, 300.68, 
0.00186759, 0.126521, 147.346, 
0.00251974, 0.0112831, 176.794, 
0.000527624, 0.0337685, 235.466, 
0.0018073, 0.0389053, 74.3649, 
0.0024951, 0.00724788, 221.969, 
0.00186879, 0.170064, 238.218, 
0.000212435, 0.081643, 319.633, 
0.00220751, 0.0346288, 84.2575, 
0.0028332, 0.102269, 49.428, 
0.00152116, 0.0197237, 121.836, 
0.002763, 0.0469887, 81.866, 
0.00289004, 0.114844, 51.6939, 
0.000251024, 0.147823, 323.181, 
0.00151204, 0.0532501, 63.2068, 
0.00192338, 0.129087, 136.916, 
0.00290825, 0.0525167, 81.2054, 
0.00293258, 0.189197, 121.527, 
0.00161179, 0.190651, 283.23, 
0.00108738, 0.0316454, 106.722, 
0.000277549, 0.15363, 322.846, 
0.000430039, 0.0144217, 233.596, 
0.000463796, 0.0192576, 231.465, 
0.00237346, 0.0739254, 52.3308, 
0.00138001, 0.110701, 202.595, 
0.000366608, 0.175266, 321.122, 
0.00115954, 0.0500941, 102.819, 
0.000629602, 0.0255665, 182.263, 
0.00033688, 0.0155131, 263.55, 
0.00240351, 0.15273, 107.326, 
0.00205129, 0.0407456, 73.6623, 
0.000222192, 0.185767, 323.815, 
0.00132772, 0.1069, 221.988, 
0.000385051, 0.031081, 276.944, 
0.00254621, 0.0395459, 83.0766, 
0.000559202, 0.155581, 316.368, 
0.00277691, 0.104358, 43.8624, 
0.000300531, 0.159815, 321.942, 
0.000399375, 0.072023, 306.057, 
0.00264146, 0.114221, 50.0697, 
0.00177407, 0.196849, 268.37, 
0.000131599, 0.0788201, 322.688, 
0.00228317, 0.0290315, 94.5984, 
0.00198711, 0.151962, 187.583, 
0.000836837, 0.0774228, 250.808, 
0.00249589, 0.0301363, 95.1327, 
0.00262367, 0.0845079, 51.1763, 
0.00143382, 0.144982, 256.386, 
0.0022914, 0.15382, 131.506, 
0.00227013, 0.0839464, 46.8223, 
0.000415124, 0.107841, 315.48, 
0.000572322, 0.161897, 314.009, 
0.00197968, 0.0948373, 60.5313, 
6.30375e-05, 0.0630654, 324.588, 
0.00281189, 0.0708378, 74.1206, 
0.00101578, 0.17261, 305.15, 
0.000430272, 0.118744, 315.432, 
0.000792755, 0.162938, 311.439, 
0.00184777, 0.110049, 113.852, 
0.00256355, 0.0967692, 45.448, 
0.000350904, 0.0152972, 261.318, 
0.00282669, 0.0199503, 126.453, 
0.00202056, 0.110878, 87.7546, 
0.00148972, 0.121003, 217.78, 
0.000272153, 0.0474565, 308.574, 
0.002518, 0.182216, 174.609, 
0.00153575, 0.072512, 84.2354, 
0.00197863, 0.14317, 176.559, 
0.0015542, 0.0167848, 135.596, 
0.00130676, 0.0457262, 78.5102, 
0.00222862, 0.0761947, 42.8349, 
0.0023507, 0.0827488, 48.6747, 
0.00200161, 0.0557422, 56.1093, 
0.00118624, 0.0798064, 179.001, 
0.00281371, 0.177758, 123.412, 
0.00147227, 0.100799, 156.291, 
0.000460158, 0.0387546, 258.714, 
0.00199922, 0.0837321, 47.4871, 
0.000295433, 0.151043, 321.434, 
0.00150109, 0.0543419, 66.1367, 
0.00202365, 0.103591, 80.3004, 
0.00112637, 0.0063665, 237.704, 
0.00252368, 0.159068, 123.38, 
0.000173133, 0.139521, 323.323, 
0.000741534, 0.163781, 312.778, 
0.0004953, 0.00812995, 243.777, 
0.0011385, 0.0836218, 201.822, 
0.000183944, 0.075764, 321.267, 
0.00203308, 0.0849227, 42.2264, 
0.00150209, 0.180951, 275.694, 
0.00113194, 0.135591, 269.838, 
0.00128749, 0.169134, 284.64, 
0.000893819, 0.0642676, 209.864, 
0.000368902, 0.130995, 318.262, 
0.000908133, 0.170165, 304.317, 
0.00261677, 0.141238, 83.1326, 
0.00185161, 0.132139, 186.362, 
0.00179297, 0.176451, 248.877, 
0.00129438, 0.139686, 275.643, 
0.00253513, 0.0855072, 48.1146, 
0.000272702, 0.162547, 322.964, 
0.000627823, 0.0996096, 300.137, 
0.00284861, 0.0450829, 85.1069, 
0.00034547, 0.0740696, 310.417, 
0.00095148, 0.134549, 290.794, 
0.000540505, 0.170316, 317.53, 
0.0011477, 0.197924, 299.55, 
0.00284647, 0.177711, 134.626, 
0.0014693, 0.0797934, 96.6814, 
0.00261991, 0.132978, 73.4122, 
0.00297941, 0.11359, 47.7479, 
6.61928e-05, 0.0486148, 324.065, 
0.00107722, 0.0918617, 233.61, 
0.00144146, 0.0436739, 71.5595, 
0.00291846, 0.167353, 93.2754, 
0.00284254, 0.0676125, 72.6345, 
0.000145647, 0.125624, 323.405, 
0.00032849, 0.108567, 317.541, 
0.00255002, 0.0171906, 135.534, 
0.00241751, 0.0233182, 109.837, 
0.00289518, 0.121237, 54.7524, 
0.00281096, 0.0712571, 67.8554, 
0.000156862, 0.158558, 324.332, 
0.00288666, 0.125974, 56.6529, 
0.00217707, 0.0723545, 43.8029, 
0.000106873, 0.14519, 324.735, 
0.00256243, 0.168818, 134.869, 
0.00298145, 0.134194, 70.0039, 
0.000676301, 0.116546, 301.732, 
0.000709165, 0.167089, 310.881, 
0.0025257, 0.0772798, 53.3514, 
0.000263321, 0.0177984, 286.984, 
0.000119119, 0.112781, 323.72, 
0.00207153, 0.101227, 65.6814, 
0.000114111, 0.194496, 325.312, 
0.00011799, 0.0860206, 323.895, 
0.000720604, 0.16355, 312.578, 
0.000795949, 0.113726, 294.847, 
0.00139387, 0.0369739, 82.0197, 
0.000846431, 0.0162363, 166.556, 
0.00259001, 0.118928, 56.06, 
0.000874947, 0.0162064, 163.344, 
0.00255825, 0.0815174, 57.8757, 
0.00292027, 0.0601144, 76.9491, 
0.00211357, 0.168215, 204.587, 
0.00186757, 0.0224063, 109.956, 
0.000120252, 0.170387, 325.013, 
0.000920726, 0.045877, 141.268, 
0.00130587, 0.117602, 243.057, 
0.00147912, 0.0563912, 62.7516, 
0.00227295, 0.0316211, 89.8703, 
0.00193393, 0.17464, 224.443, 
0.00273004, 0.130416, 64.1572, 
0.000644423, 0.0516557, 246.233, 
0.00129717, 0.139486, 258.832, 
0.00166546, 0.0392281, 72.2395, 
0.00218852, 0.181363, 207.341, 
0.000609637, 0.0965506, 300.718, 
0.00272836, 0.051373, 77.1888, 
7.83338e-05, 0.0895131, 323.998, 
0.000525543, 0.0154529, 208.775, 
0.00249967, 0.0482311, 74.8933, 
0.00140348, 0.108098, 204.854, 
0.0029164, 0.186821, 131.902, 
0.00153769, 0.167059, 270.291, 
0.00287435, 0.076597, 67.0983, 
0.00263273, 0.0455678, 79.7788, 
0.000653584, 0.0271237, 176.234, 
0.000154187, 0.0820334, 322.669, 
0.00280504, 0.0504937, 80.3958, 
0.00216355, 0.062565, 54.1782, 
0.0021149, 0.143487, 152.628, 
0.00034397, 0.191503, 322.194, 
0.000232411, 0.167857, 322.993, 
0.000127557, 0.0671929, 322.914, 
0.00188271, 0.130961, 156.938, 
0.000493909, 0.143326, 316.24, 
0.000897, 0.0818266, 249.27, 
0.00291992, 0.00794668, 215.969, 
0.000977227, 0.171889, 305.177, 
0.00209074, 0.0948276, 50.8581, 
0.00235628, 0.141725, 108.276, 
0.00152536, 0.172409, 270.474, 
0.00043745, 0.112134, 315.638, 
0.00298906, 0.158854, 82.2803, 
0.00143821, 0.0749078, 111.384, 
0.00118245, 0.00575268, 245.604, 
0.00157476, 0.115798, 189.724, 
0.000435009, 0.12569, 316.761, 
0.00102191, 0.0796251, 209.587, 
0.00149534, 0.179997, 274.686, 
0.00217591, 0.178872, 205.679, 
0.00278657, 0.148144, 72.6914, 
0.00267615, 0.198135, 180.407, 
0.00130144, 0.0523531, 85.2728, 
0.00182919, 0.14808, 205.092, 
0.00295606, 0.0786172, 72.2041, 
0.00216426, 0.0541675, 61.9239, 
0.00147804, 0.166373, 270.689, 
0.000432747, 0.116515, 315.518, 
0.00215105, 0.176307, 215.729, 
0.00280741, 0.113284, 48.3656, 
0.00272088, 0.173106, 114.011, 
0.000729124, 0.0191656, 168.603, 
0.000189927, 0.117913, 323.169, 
0.000974789, 0.0635924, 174.345, 
0.000928057, 0.139417, 294.073, 
0.00149583, 0.178079, 278.074, 
0.00130768, 0.195456, 292.906, 
0.00027866, 0.08111, 316.003, 
0.000805879, 0.0411661, 155.901, 
0.00256955, 0.177073, 148.018, 
0.00228222, 0.0156612, 141.966, 
0.00264369, 0.124849, 58.6011, 
0.00230879, 0.0517824, 66.3986, 
0.00261177, 0.196966, 189.602, 
0.00231881, 0.0499633, 68.7263, 
0.00228876, 0.146562, 141.378, 
0.00138245, 0.13965, 259.803, 
0.000106283, 0.127693, 324.772, 
0.00216703, 0.157903, 176.709, 
0.00125849, 0.0533489, 95.2921, 
0.00268922, 0.119562, 48.486, 
0.00110894, 0.15731, 294.218, 
0.00106381, 0.0214585, 129.664, 
0.00250793, 0.0972541, 42.8352, 
0.000905193, 0.0219261, 140.47, 
0.00184023, 0.18564, 254.632, 
0.00168822, 0.191668, 265.286, 
0.00229177, 0.148943, 138.37, 
0.00105563, 0.174183, 303.24, 
0.00154999, 0.174954, 275.913, 
0.00141289, 0.12412, 223.324, 
0.00193186, 0.192719, 247.372, 
0.00147603, 0.111967, 181.05, 
0.00243507, 0.0300733, 91.8993, 
0.00212732, 0.037629, 77.8628, 
0.00261248, 0.19861, 180.757, 
0.0005314, 0.185113, 317.777, 
0.00019145, 0.140611, 322.255, 
0.00186304, 0.193383, 248.03, 
0.00154838, 0.0141954, 150.272, 
0.00036075, 0.0527598, 303.083, 
0.00237914, 0.0603033, 60.7204, 
0.00121035, 0.0685647, 126.116, 
0.00228512, 0.0972574, 46.2212, 
0.00149236, 0.0479876, 66.7511, 
0.00181745, 0.191075, 257.589, 
0.00219303, 0.176393, 201.311, 
0.00217376, 0.175814, 219.32, 
0.00153087, 0.00641057, 235.96, 
0.0018316, 0.0393731, 72.0979, 
0.0019336, 0.059346, 50.92, 
0.00137877, 0.171667, 284.215, 
0.00241392, 0.0728784, 58.2641, 
0.00112657, 0.13759, 280.957, 
0.00160995, 0.0596192, 59.3658, 
0.000990472, 0.11369, 274.905, 
0.00039683, 0.0237198, 254.746, 
0.00290421, 0.159179, 102.803, 
0.0029927, 0.0371945, 92.3534, 
0.00119465, 0.118787, 264.478, 
0.000968359, 0.0740835, 227.099, 
0.00191031, 0.033805, 82.8473, 
0.00226616, 0.0762338, 44.6835, 
0.00103776, 0.0518337, 133.665, 
0.000934559, 0.0451405, 138.831, 
8.71506e-05, 0.18645, 325.53, 
0.000143637, 0.192037, 324.93, 
0.00177938, 0.138655, 195.548, 
8.69591e-05, 0.0814596, 324.314, 
0.0026981, 0.152211, 96.7878, 
0.000770844, 0.0643125, 248.573, 
0.00127116, 0.121523, 256.911, 
0.00277955, 0.0828797, 59.3303, 
0.000548716, 0.0719717, 294.551, 
0.000931147, 0.047002, 147.432, 
0.000788491, 0.0496772, 190.216, 
0.00213622, 0.0851817, 39.7345, 
0.00063577, 0.148039, 312.689, 
0.000538278, 0.0625979, 288.418, 
0.00218958, 0.0903984, 45.1038, 
0.000637408, 0.1726, 314.543, 
0.00183284, 0.0408561, 70.1812, 
0.000672005, 0.155359, 311.858, 
0.00184539, 0.117646, 142.349, 
0.00267447, 0.191058, 177.828, 
0.0021559, 0.0905098, 40.755, 
0.00118571, 0.0950957, 215.827, 
0.00283877, 0.0653449, 73.0382, 
0.000748977, 0.151916, 309.279, 
0.000891979, 0.0724008, 228.325, 
0.000458832, 0.0596083, 292.697, 
0.000746051, 0.0339972, 156.677, 
0.00206122, 0.117409, 86.8061, 
0.000286486, 0.169864, 322.17, 
0.00214241, 0.0583408, 55.6439, 
0.00266857, 0.194478, 165.504, 
0.00101029, 0.153704, 299.042, 
0.00194848, 0.0117985, 170.423, 
0.00161703, 0.107953, 162.974, 
0.00274761, 0.0347861, 91.2096, 
0.000683674, 0.0784666, 282.698, 
0.00249682, 0.180611, 168.41, 
0.000279937, 0.0178742, 282.187, 
0.0022105, 0.19942, 235.744, 
0.00101368, 0.116883, 267.152, 
0.00169418, 0.0817276, 70.8406, 
0.00260384, 0.176999, 149.822, 
0.000438313, 0.177346, 320.658, 
0.00057888, 0.0755628, 289.365, 
0.00124784, 0.0888242, 190.039, 
0.000440582, 0.0546413, 294.723, 
0.00141371, 0.103622, 197.268, 
0.000605032, 0.103264, 301.24, 
0.00032875, 0.162878, 322.08, 
0.00171344, 0.0687675, 53.4294, 
0.0024753, 0.0198452, 122.333, 
0.00151907, 0.106691, 174.608, 
0.000167383, 0.0269233, 312.215, 
0.00269937, 0.135547, 63.7998, 
0.00238709, 0.0252469, 103.25, 
0.000706387, 0.180562, 314.394, 
0.00134269, 0.0808149, 134.494, 
0.000832084, 0.199499, 315.982, 
0.00290299, 0.0121098, 171.673, 
0.00138479, 0.117892, 225.765, 
0.0028698, 0.0160359, 144.209, 
0.000231075, 0.075765, 319.248, 
0.000513845, 0.0942244, 303.854, 
0.000925801, 0.138653, 296.78, 
0.00200941, 0.088073, 39.6303, 
0.00190576, 0.119184, 127.5, 
0.00197588, 0.0293484, 90.1851, 
0.00129537, 0.166581, 282.328, 
0.000808432, 0.0489188, 180.468, 
0.00129444, 0.0516862, 80.1151, 
0.00165461, 0.0101957, 184.446, 
0.0025244, 0.0677779, 60.7963, 
0.00123277, 0.136971, 273.509, 
0.00114385, 0.0733657, 166.224, 
0.00206075, 0.188526, 233.696, 
0.00174815, 0.0705287, 52.2789, 
0.00087609, 0.175466, 308.28, 
0.000793328, 0.0384649, 160.165, 
0.00124069, 0.105115, 238.56, 
0.000864677, 0.115542, 291.811, 
0.00127397, 0.17158, 289.937, 
0.00034821, 0.150872, 321.573, 
0.00196205, 0.151387, 180.678, 
0.00107976, 0.0154302, 156.946, 
0.00154252, 0.151887, 256.226, 
0.00265487, 0.0152898, 146.517, 
0.00257581, 0.051179, 75.3931, 
0.00122535, 0.184244, 295.78, 
0.00247413, 0.133636, 76.023, 
0.00254584, 0.035028, 89.2945, 
0.000752997, 0.0370764, 164.577, 
0.000164846, 0.0780535, 321.782, 
0.000176891, 0.0638962, 319.809, 
0.00153235, 0.177156, 274.172, 
0.00242163, 0.177897, 164.499, 
0.00227665, 0.0609782, 60.5624, 
0.000933048, 0.197604, 309.437, 
0.00111544, 0.108515, 254.135, 
0.00119778, 0.182988, 299.318, 
0.000768371, 0.108482, 294.345, 
8.50964e-05, 0.00878227, 321.285, 
0.000469815, 0.00559286, 263.214, 
0.00266757, 0.0374712, 86.7703, 
0.00212759, 0.0350837, 83.9919, 
0.000662247, 0.109661, 306.702, 
0.00128326, 0.112983, 235.5, 
0.000898295, 0.0504085, 166.627, 
0.00266829, 0.134067, 55.5261, 
0.00245583, 0.00822409, 211.519, 
0.00026659, 0.115431, 320.421, 
0.00238588, 0.0903148, 42.0109, 
0.000244423, 0.0236648, 299.905, 
0.00157375, 0.0484326, 62.5945, 
0.00280095, 0.184257, 140.751, 
0.00173447, 0.0815844, 68.0947, 
0.00111885, 0.122312, 265.109, 
0.00230474, 0.119907, 71.2125, 
0.00253109, 0.191637, 178.2, 
0.00248797, 0.161806, 129.07, 
0.00281476, 0.127843, 67.2054, 
0.00247956, 0.064118, 64.1032, 
0.000411825, 0.0486148, 288.393, 
0.000845114, 0.00872758, 217.11, 
0.00191234, 0.133868, 161.391, 
0.00202273, 0.181099, 238.486, 
0.00206432, 0.0218434, 114.416, 
0.00273957, 0.00702317, 226.155, 
0.00194298, 0.0828274, 43.2951, 
0.000542717, 0.0521591, 265.374, 
0.00139403, 0.183739, 285.614, 
0.00169385, 0.158444, 239.035, 
0.00124145, 0.0735517, 139.556, 
0.000942045, 0.116687, 280.469, 
0.00222961, 0.098034, 53.9769, 
0.000323114, 0.0798919, 314.88, 
0.00272657, 0.159398, 97.3001, 
0.00213702, 0.105784, 61.7086, 
0.000312187, 0.128259, 320.214, 
0.00110506, 0.0910423, 218.558, 
0.00126226, 0.129465, 255.472, 
0.00251257, 0.0289874, 95.9409, 
0.00243481, 0.0133052, 158.431, 
0.000270187, 0.144798, 322.385, 
0.000678435, 0.0232424, 172.811, 
0.000954102, 0.0414653, 122.475, 
0.00167646, 0.0803422, 75.2809, 
0.0028655, 0.168237, 117.509, 
0.00270864, 0.171273, 120.074, 
0.00210547, 0.131958, 129.043, 
0.000860941, 0.00507578, 259.35, 
0.0021441, 0.163611, 189.209, 
0.00285755, 0.155531, 67.0862, 
0.000754703, 0.138152, 306.584, 
0.00101139, 0.101822, 262.31, 
0.00110015, 0.178642, 302.038, 
0.0017516, 0.0961985, 89.9346, 
0.0027102, 0.0929261, 47.579, 
0.00103967, 0.138062, 292.15, 
0.00246534, 0.0669693, 65.0803, 
0.0010414, 0.100622, 256.769, 
0.00213046, 0.169272, 186.22, 
0.000278653, 0.0567465, 309.703, 
0.000570157, 0.117305, 309.214, 
0.000976297, 0.192251, 304.216, 
0.00113332, 0.0340773, 99.9748, 
0.000262647, 0.0673233, 314.912, 
0.0021874, 0.146307, 146.192, 
0.00105484, 0.00893619, 208.969, 
0.00140535, 0.0260555, 102.125, 
0.00265092, 0.152543, 99.1414, 
0.00282556, 0.0158035, 144.233, 
0.000731657, 0.0758977, 267.906, 
0.00213692, 0.110826, 67.1295, 
0.0011134, 0.0284943, 108.677, 
0.000847971, 0.178555, 307.386, 
0.00185717, 0.0250242, 99.7362, 
0.00216743, 0.0606279, 54.2572, 
0.00101411, 0.0929842, 251.293, 
0.00085303, 0.166702, 308.442, 
0.00200603, 0.161463, 192.996, 
0.00157673, 0.0949486, 127.405, 
0.00013875, 0.0292, 316.893, 
0.000310867, 0.0577026, 310.629, 
0.000133112, 0.131926, 324.717, 
0.00155924, 0.0360366, 80.5668, 
0.000794575, 0.0126713, 188.385, 
0.000846325, 0.070494, 236.498, 
0.00158999, 0.117346, 178.979, 
0.00286807, 0.130622, 53.8042, 
0.00146527, 0.0740144, 105.461, 
0.00166335, 0.00970996, 191.82, 
0.000982891, 0.0640391, 170.1, 
0.000527483, 0.0272366, 214.868, 
0.00281692, 0.0556524, 77.4077, 
0.00180854, 0.110983, 116.885, 
0.00254568, 0.0100785, 189.31, 
0.00159189, 0.153595, 250.026, 
0.00136114, 0.184463, 292.807, 
0.0024486, 0.160275, 136.192, 
0.000807491, 0.148782, 309.467, 
0.000183699, 0.0313137, 311.901, 
0.00120909, 0.131313, 260.014, 
0.000367795, 0.191633, 322.018, 
0.00168276, 0.152895, 243.022, 
0.00158024, 0.0251688, 102.202, 
0.000884884, 0.0280804, 130.784, 
0.00218236, 0.196375, 233.124, 
0.00120489, 0.168137, 290.302, 
0.00247173, 0.192035, 189.688, 
0.00202291, 0.123397, 114.949, 
0.00220719, 0.075443, 42.4665, 
0.000836638, 0.0431557, 154.718, 
0.000948606, 0.0819264, 231.827, 
0.00297261, 0.182142, 125.71, 
0.00108456, 0.0995731, 243.835, 
5.61405e-05, 0.0228908, 324.035, 
0.000447528, 0.109506, 315.511, 
0.00167998, 0.0628977, 57.5955, 
0.00209877, 0.122993, 110.472, 
0.0028885, 0.0655785, 75.6584, 
0.00165083, 0.1471, 223.964, 
0.00048834, 0.150562, 318.19, 
0.00123735, 0.10066, 221.516, 
0.000821606, 0.176476, 310.625, 
0.000805903, 0.119836, 302.186, 
0.0018185, 0.070034, 46.7305, 
0.0026423, 0.184177, 164.641, 
0.000823976, 0.129047, 302.221, 
0.00269316, 0.0579907, 71.9127, 
0.00212852, 0.0916138, 46.6508, 
0.00279394, 0.166684, 90.9819, 
0.00219447, 0.15585, 162.462, 
0.000538043, 0.137901, 315.128, 
0.000253748, 0.110607, 321.236, 
0.000906876, 0.19345, 310.144, 
0.00144958, 0.171531, 278.215, 
0.00292839, 0.0873508, 63.3809, 
0.00247648, 0.19801, 198.245, 
0.000521702, 0.171822, 317.932, 
0.000963484, 0.125126, 283.069, 
0.000633627, 0.0636093, 266.22, 
0.000240707, 0.192475, 323.621, 
0.00246118, 0.134548, 84.7151, 
0.00185626, 0.0834438, 57.1775, 
0.00184256, 0.0648894, 47.8512, 
0.00283042, 0.0605219, 74.3236, 
0.00179829, 0.0889484, 71.6364, 
0.00106783, 0.109484, 262.02, 
0.00105832, 0.0155538, 153.944, 
0.00101028, 0.157253, 301.158, 
0.00179305, 0.182384, 251.099, 
0.00173625, 0.155471, 230.986, 
0.00017333, 0.0182456, 306.4, 
0.000541956, 0.18524, 317.477, 
0.000884454, 0.107439, 283.86, 
0.00133505, 0.129, 253.952, 
0.00206166, 0.094895, 41.7645, 
0.000300135, 0.0230732, 284.239, 
0.00290667, 0.140503, 51.9016, 
0.000136099, 0.0450931, 320.187, 
0.00065503, 0.120344, 306.721, 
0.00234109, 0.162665, 176.382, 
0.00104364, 0.0487496, 118.533, 
0.00249809, 0.0221254, 114.175, 
0.00190283, 0.104745, 86.3717, 
0.000827245, 0.0503275, 180.683, 
0.000997686, 0.144372, 298.409, 
0.00263873, 0.167242, 128.52, 
0.000983574, 0.110646, 267.932, 
0.000992963, 0.189463, 306.776, 
0.00190158, 0.0215399, 113.973, 
0.00227624, 0.103089, 46.2457, 
0.000108391, 0.0704096, 323.024, 
0.00108046, 0.1318, 286.307, 
0.000431717, 0.163172, 319.541, 
0.00117028, 0.0801314, 182.342, 
0.00133931, 0.144397, 264.104, 
0.000320054, 0.0430462, 301.705, 
0.00106813, 0.101109, 252.256, 
